AD_Org_ID[Name],Name,PK_Version,EMail,Description,Instructions,DateFrom,IsExportDictionaryEntity,AD_Package_Exp_Detail>AD_Org_ID[Name],AD_Package_Exp_Detail>AD_Package_Exp_ID[Name],AD_Package_Exp_Detail>Line,AD_Package_Exp_Detail>Type,AD_Package_Exp_Detail>AD_EntityType_ID,AD_Package_Exp_Detail>AD_Menu_ID[Name],AD_Package_Exp_Detail>FileName,AD_Package_Exp_Detail>File_Directory,AD_Package_Exp_Detail>Target_Directory,AD_Package_Exp_Detail>Destination_FileName,AD_Package_Exp_Detail>Destination_Directory,AD_Package_Exp_Detail>AD_Table_ID[Name],AD_Package_Exp_Detail>DBType,AD_Package_Exp_Detail>SQLStatement,AD_Package_Exp_Detail>AD_Package_Code_Old,AD_Package_Exp_Detail>AD_Package_Code_New,AD_Package_Exp_Detail>AD_Form_ID[Name],AD_Package_Exp_Detail>AD_Process_ID[Value],AD_Package_Exp_Detail>AD_Workflow_ID[Value],AD_Package_Exp_Detail>AD_Window_ID[Name],AD_Package_Exp_Detail>AD_Workbench_ID[Name],AD_Package_Exp_Detail>AD_Role_ID[Name],AD_Package_Exp_Detail>AD_ReportView_ID[Name],AD_Package_Exp_Detail>AD_ImpFormat_ID[Name],AD_Package_Exp_Detail>AD_Val_Rule_ID[Name],AD_Package_Exp_Detail>AD_Message_ID[Value],AD_Package_Exp_Detail>AD_PrintFormat_ID[Name],AD_Package_Exp_Detail>ReleaseNo,AD_Package_Exp_Detail>Description,AD_Package_Exp_Detail>AD_Reference_ID[Name],AD_Package_Exp_Detail>AD_ModelValidator_ID[Name]
*,at.dhx.adempiere.imove,1.0.0,,Contains M_Movement source and destination Warehouse fields,,2016-04-13,N,*,at.dhx.adempiere.imove,10,W,,,,,,,,,ALL,,,,,,,Inventory Move,,System Administrator,,,,,,,,,
